# number of observations n 
 450 
# number of categories m 
 4 
# dimension of parameter vector p 
 5 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 15 
# response counts Y 
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
1 15 0.333333333333333 0.333333333333333 0.333333333333333
1 16.0344827586207 0.333333333333333 0.333333333333333 0.333333333333333
1 17.0689655172414 0.333333333333333 0.333333333333333 0.333333333333333
1 18.1034482758621 0.333333333333333 0.333333333333333 0.333333333333333
1 19.1379310344828 0.333333333333333 0.333333333333333 0.333333333333333
1 20.1724137931034 0.333333333333333 0.333333333333333 0.333333333333333
1 21.2068965517241 0.333333333333333 0.333333333333333 0.333333333333333
1 22.2413793103448 0.333333333333333 0.333333333333333 0.333333333333333
1 23.2758620689655 0.333333333333333 0.333333333333333 0.333333333333333
1 24.3103448275862 0.333333333333333 0.333333333333333 0.333333333333333
1 25.3448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 26.3793103448276 0.333333333333333 0.333333333333333 0.333333333333333
1 27.4137931034483 0.333333333333333 0.333333333333333 0.333333333333333
1 28.448275862069 0.333333333333333 0.333333333333333 0.333333333333333
1 29.4827586206897 0.333333333333333 0.333333333333333 0.333333333333333
1 30.5172413793103 0.333333333333333 0.333333333333333 0.333333333333333
1 31.551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 32.5862068965517 0.333333333333333 0.333333333333333 0.333333333333333
1 33.6206896551724 0.333333333333333 0.333333333333333 0.333333333333333
1 34.6551724137931 0.333333333333333 0.333333333333333 0.333333333333333
1 35.6896551724138 0.333333333333333 0.333333333333333 0.333333333333333
1 36.7241379310345 0.333333333333333 0.333333333333333 0.333333333333333
1 37.7586206896552 0.333333333333333 0.333333333333333 0.333333333333333
1 38.7931034482759 0.333333333333333 0.333333333333333 0.333333333333333
1 39.8275862068966 0.333333333333333 0.333333333333333 0.333333333333333
1 40.8620689655172 0.333333333333333 0.333333333333333 0.333333333333333
1 41.8965517241379 0.333333333333333 0.333333333333333 0.333333333333333
1 42.9310344827586 0.333333333333333 0.333333333333333 0.333333333333333
1 43.9655172413793 0.333333333333333 0.333333333333333 0.333333333333333
1 45 0.333333333333333 0.333333333333333 0.333333333333333
# conditional prediction matrix Xcondpred 
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
